【晓山瑞希 - 4星】

角色: 晓山瑞希
分类: 4星
数量: 24

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
564 | 2024-01-01 | 孤独的乌托邦 | 4 | happy | 用乐园换得的事物 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no022/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no022/card_after_training.png
614 | 2024-01-01 | 逛逛街散散心 | 4 | pure | 像那天一样，再四人一起 | 难以弥合·分歧 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no023/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no023/card_after_training.png
636 | 2024-01-01 | 只有我才能说出的话 | 4 | cool | 今天为谁而笑 | 我们为了生存而逃避 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no024/card_after_training.png
691 | 2024-01-01 | 摆盘非常顺利！ | 4 | mysterious | 有其兄必有其妹？ | 手忙脚乱cafe ●REC!! | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no027/card_after_training.png
721 | 2024-01-01 | 两个人闲逛 | 4 | cool | 手写笔记的回礼 | Let's study hard！ | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no029/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no029/card_after_training.png
788 | 2025-09-12 | 不来可不行！ | 4 | happy | 放松一下嘛♪ | 水底寻影 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no031/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no031/card_after_training.png
842 | 2024-01-01 | 被温柔所激励 | 4 | mysterious | 我们的魔法信物 | 在不变的温暖旁 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no033/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no033/card_after_training.png
944 | 2025-06-29 | 想当面告诉你 | 4 | pure | 雨天时的习惯？ | 揽灯近前 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no035/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no035/card_after_training.png
1011 | 2025-10-11 | 失去的东西 | 4 | cute | 与大家共度的时光 | 荆棘之路通往何处 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no038/card_after_training.png
1040 | 2025-11-30 | 流露的心愿 | 4 | cool | 与无数的梦，同行 | 用我们，布满伤痕的双手 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no039/card_after_training.png
1135 | 2026-03-10 | 甜甜圈和“耶”的手势！ | 4 | mysterious | 最适合你的猫 | You are my HERO!! | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no042/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no042/card_after_training.png
1188 | 2026-06-09 | 介绍可爱之处 | 4 | happy | 令人安心的地方 | 置身于泡沫的环绕 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no045/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no045/card_after_training.png
1223 | 2026-08-22 | 保持自我描绘明天 | 4 | happy | 和姐姐在一起的时光 | 向无法解开的明天伸手 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no046/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no046/card_after_training.png
1257 | 2026-09-27 | 直播最灿烂的笑容！ | 4 | pure | 与伙伴共度的回忆 | Our Golden Days | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no049/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no049/card_after_training.png
