【桐谷遥 - 旧制服】

角色: 桐谷遥
分类: 旧制服
数量: 21

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
334 | 2021-12-10 | Present for you！ | 2 | cute | 教えて！みのり先生 | MOREMOREMakingXmas | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no014/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no014/card_after_training.png
394 | 2022-03-11 | “私達”を表現するために | 3 | mysterious | アイドルで高校生だから | Cast Spell on You | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no016/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no016/card_after_training.png
485 | 2022-08-10 | 夏！合宿！水着！ | 2 | mysterious | お礼のサプライズ | 青空の先、輝きを追いかけて | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no018/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no018/card_after_training.png
518 | 2022-10-12 | 心までも、つなげて | 4 | cute | あの言葉の意味 | 拝啓、あの頃のわたしへ | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no020/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no020/card_after_training.png
531 | 2022-10-31 | キラキラの洪水！？ | 3 | happy | 親友との帰り道 | 絶叫！？ オオカミの森へようこそ！ | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no021/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no021/card_after_training.png
592 | 2023-02-10 | 帰ってきたこの場所 | 3 | pure | 初めて話したあの日から | ほどかれた糸のその先に | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no023/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no023/card_after_training.png
631 | 2023-04-21 | 変わるかもしれない日常 | 4 | cute | なんでもない日々を大切に | Re-tie Friendship | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no024/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no024/card_after_training.png
642 | 2023-05-11 | 思い出はドーナツとともに | 4 | mysterious | 名前で呼び合う間柄 | 船出の前のワンデイトリップ | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no025/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no025/card_after_training.png
668 | 2023-06-20 | サプライズの裏側 | 2 | cool | 選択の結果がくれたもの | STEP by STEP！ | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no026/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no026/card_after_training.png
716 | 2023-09-11 | 必殺！連係プレー | 4 | happy | これからの約束 | 君と紡ぐPrecious memories | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no027/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no027/card_after_training.png
729 | 2023-09-29 | Brand New Style | 2 | cute | 初めての招待 |  | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no028/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res006_no028/card_after_training.png
