【望月穗波 - 4星】

角色: 望月穗波
分类: 4星
数量: 25

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
536 | 2024-01-01 | 包含关怀 | 4 | happy | 为了别人而不是自己 | Echo my melody | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no024/card_after_training.png
576 | 2024-01-01 | 勇气过后 | 4 | cute | 撒娇三明治 | Little Bravers！ | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no025/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no025/card_after_training.png
625 | 2024-01-01 | 克服这份想法 | 4 | pure | 想传达的是感谢之情 | Get over it. | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no027/card_after_training.png
654 | 2024-01-01 | 在感谢与祝福的钟声下 | 4 | pure | 干劲十足的原因是两个人的秘密 | 给在我身边温柔的你 | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no028/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no028/card_after_training.png
774 | 2024-01-01 | 寻找答案的同时 | 4 | pure | 拍得自然一点！ | Stick to your faith | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no031/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no031/card_after_training.png
867 | 2024-01-01 | 引导的决心 | 4 | cool | 特训背后 | 勇敢引导，温柔在心 | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no034/card_after_training.png
899 | 2025-04-11 | 毛茸茸的休息时间 | 4 | cool | 哪怕不能如愿 | Rise as ONE！ | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no035/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no035/card_after_training.png
963 | 2025-07-20 | 未曾说出口的话语 | 4 | happy | 理想中的坚强 | 那天仰望的夜空，将通向我们的未来 | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no037/card_after_training.png
989 | 2025-08-27 | 第二次试胆？！ | 4 | cool | 出人意料的共同点？ | Wonderhorror～？！的试胆！ | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no038/card_after_training.png
1024 | 2025-10-31 | 努力拍摄MV中 | 4 | happy | 说台词时要面带微笑 | Happy Enjoy Music！ | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no041/card_after_training.png
1122 | 2026-02-20 | 翻阅回忆中的图画书 | 4 | cute | 为了珍视的人 | 昔日的Read-aloud | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no043/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no043/card_after_training.png
1144 | 2026-03-27 | 那时的“我”们 | 4 | mysterious | 可怕的我 | Find the dream view | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no044/card_after_training.png
1191 | 2026-06-23 | 怀揣对未来的憧憬 | 4 | mysterious | 心意相通的喜悦 | ordinary,yet special us | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no045/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no045/card_after_training.png
1201 | 2026-07-15 | 迷惘沉入静寂之中 | 4 | cute | 受到大家的支持 | Unsteady, still steady step | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no046/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no046/card_after_training.png
1262 | 2026-10-11 | 味道怎么样？ | 4 | happy | 聊聊过去的事 | 与你相连的Heart Beat | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no048/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res003_no048/card_after_training.png
