【晓山瑞希 - 新队服】

角色: 晓山瑞希
分类: 新队服
数量: 31

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
285 | 2024-01-01 | 片刻的安宁 | 4 | happy | 惧怕前进 | 光之幻影 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no012/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no012/card_after_training.png
363 | 2024-01-01 | 习以为常的庆功宴 | 4 | pure | 觉得重要的时间 | 总有一天，会从绝望的深渊 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no014/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no014/card_after_training.png
401 | 2024-01-01 | 只有三人的夜晚 | 2 | pure | 感受变化 | 在空白的画布上描绘自我 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no016/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no016/card_after_training.png
429 | 2024-01-01 | 我先走啦！ | 4 | cool | 传承的火焰 | 白热！神高应援团！ | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no017/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no017/card_after_training.png
446 | 2024-01-01 | 不用怕哦 | 4 | cool | 大家一起去迎接 | 牵起迷失的孩子，前方等待的是 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no018/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no018/card_after_training.png
486 | 2024-01-01 | 给予勇气的宝物 | 4 | cute | 报告“现状”的信 | 现在再次绑上蝴蝶结 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no019/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no019/card_after_training.png
543 | 2024-01-01 | 也去问问绘名弟弟吧——！ | 3 | happy | 换了枕头就睡不着的体质 | 祈愿，终有一天跨越黎明 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no021/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no021/card_after_training.png
614 | 2024-01-01 | 逛逛街散散心 | 4 | pure | 像那天一样，再四人一起 | 难以弥合·分歧 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no023/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no023/card_after_training.png
658 | 2024-01-01 | 想象着传闻中的她 | 2 | cute | 发现目标！出动！ | 给在我身边温柔的你 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no025/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no025/card_after_training.png
680 | 2024-01-01 | 等待已久的通知 | 3 | pure | 想好退路 | 向戴着面具的我告别 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no026/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no026/card_after_training.png
721 | 2024-01-01 | 两个人闲逛 | 4 | cool | 手写笔记的回礼 | Let's study hard！ | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no029/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no029/card_after_training.png
743 | 2025-02-28 | Brand New Style | 2 | cute | 友谊的丘比特？ |  | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no030/card_after_training.png
907 | 2025-04-28 | 想让你品尝的味道 | 2 | cool | 家人总有相似之处 | Knowing the Unseen | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no034/card_after_training.png
944 | 2025-06-29 | 想当面告诉你 | 4 | pure | 雨天时的习惯？ | 揽灯近前 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no035/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no035/card_after_training.png
991 | 2025-08-27 | 目标是打造快乐的试胆！ | 2 | happy | 什么时候能给你做个全套穿搭♪ | Wonderhorror～？！的试胆！ | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no037/card_after_training.png
1011 | 2025-10-11 | 失去的东西 | 4 | cute | 与大家共度的时光 | 荆棘之路通往何处 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no038/card_after_training.png
1107 | 2026-01-31 | 欢乐的刺绣时间 | 3 | cute | 情人节的提示？ | 在这针线中寄托心意 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no041/card_after_training.png
1135 | 2026-03-10 | 甜甜圈和“耶”的手势！ | 4 | mysterious | 最适合你的猫 | You are my HERO!! | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no042/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no042/card_after_training.png
1143 | 2026-03-20 | “大家”一起举办庆功会 | 2 | cute | 你的努力值得嘉奖 | Unreliable Notes | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no043/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no043/card_after_training.png
1165 | 2026-04-30 | 为了能陪伴在你身边 | 3 | mysterious | 倾注满满的温暖 | 于是，指针开始转动 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no044/card_after_training.png
1223 | 2026-08-22 | 保持自我描绘明天 | 4 | happy | 和姐姐在一起的时光 | 向无法解开的明天伸手 | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no046/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res020_no046/card_after_training.png
