【天馬司 - 旧制服】

角色: 天馬司
分类: 旧制服
数量: 21

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
304 | 2021-10-21 | 将校の危機 | 3 | happy | レッツ虫よけスプレー？ | Revival my dream | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no013/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no013/card_after_training.png
357 | 2022-01-12 | ダンス！アンド！シング！ | 4 | cool | ドリームパークで見た演技 | POP IN MY HEART!! | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no014/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no014/card_after_training.png
410 | 2022-04-11 | 星の旋律 | 4 | cute | 世界のスターに近づけたな！ | まばゆい光のステージで | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no016/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no016/card_after_training.png
451 | 2022-06-20 | 執念の追いかけっこ | 4 | happy | 数日ぶりのただいま | 絶体絶命！？アイランドパニック！ | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no018/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no018/card_after_training.png
523 | 2022-10-21 | 刺激を受けて | 4 | cool | メモに見る個性？ | カーテンコールに惜別を | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no019/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no019/card_after_training.png
574 | 2023-01-10 | ネバーギブアップ | 3 | pure | 学びのワークショップ | 夢の途中、輝く星たちへ | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no021/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no021/card_after_training.png
606 | 2023-03-11 | 滲む瞳に、不死鳥 | 4 | cute | 見据えろ、たとえ眩くとも | 天の果てのフェニックスへ | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no022/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no022/card_after_training.png
652 | 2023-05-20 | 確かな一歩を重ねて | 2 | mysterious | 決戦！フェニックスロボ | カナリアは窮境に歌う | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no024/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no024/card_after_training.png
704 | 2023-08-21 | ありがとうの挨拶 | 2 | cool | 最後の朝 | あたしたちのハッピーエンド | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no026/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no026/card_after_training.png
722 | 2023-09-20 | オレに任せろ！ | 3 | pure | 心して聞いてくれ | Let's study hard！ | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no027/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no027/card_after_training.png
736 | 2023-09-29 | Brand New Style | 2 | pure | 汚名返上の手立て！？ |  | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no028/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res013_no028/card_after_training.png
