【日野森雫 - 4星】

角色: 日野森雫
分类: 4星
数量: 28

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
589 | 2023-02-10 | 不甲斐ない私からの卒業 | 4 | happy | 自分の言葉で届けた想い | ほどかれた糸のその先に | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no024/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no024/card_after_training.png
632 | 2023-04-21 | 元気いっぱい地方ロケ！ | 4 | cute | 楽しい時間もわけ合いたいから | Re-tie Friendship | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no025/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no025/card_after_training.png
673 | 2023-06-30 | 季節外れの細雪 | 4 | happy | たくさんの思い出とお土産を手に | 一期一会な百鬼夜行！？ | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no027/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no027/card_after_training.png
779 | 2023-10-31 | 夢いざなう、てのひら | 4 | cool | 支えてくれたあなたに | その手導くぬくもりは | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no029/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no029/card_after_training.png
841 | 2023-12-31 | 忘るまじ昔日の蝶 | 4 | mysterious | ひと欠片も失くさぬように |  | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no032/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no032/card_after_training.png
924 | 2024-05-09 | 指先が辿るもの | 4 | mysterious | ピンチをチャンスに変えて | いつか花咲くステージへ | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no034/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no034/card_after_training.png
939 | 2024-06-10 | お料理で元気をお届け♪ | 4 | cool | 保健委員のお仕事！ | Lead to shine more | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no035/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no035/card_after_training.png
970 | 2024-07-31 | とっておきのおまじない | 4 | cute | 鬼教官になりたい！ | Chase my IDEAL IDOL！ | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no036/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no036/card_after_training.png
1029 | 2024-11-10 | あなたと至福のひとときを | 4 | mysterious | ブドウの楽しい味わい方？ | また、木の葉の色づく頃に | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no038/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no038/card_after_training.png
1045 | 2024-12-11 | 揺るがぬ覚悟の輝き | 4 | happy | 祝いの団らん | Grow glorious glow | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no040/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no040/card_after_training.png
1104 | 2025-01-31 | 糸の花に見とれて | 4 | happy | 時には穏やかな時間を | このひと針に想いを込めて | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no042/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no042/card_after_training.png
1209 | 2025-07-23 | ホッとする朝ごはん | 4 | pure | スペシャルナビゲーター | start rolling! stars' crossing | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no045/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no045/card_after_training.png
1221 | 2025-08-08 | 完璧な微笑 | 4 | pure | 思い出話に花を咲かせて | All ways Jump! with you | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no046/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no046/card_after_training.png
1266 | 2025-10-21 | いつかと重なる景色 | 4 | mysterious | 想いのこもったお便り | 交わる色はあの日のままに | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no048/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no048/card_after_training.png
1352 | 2026-03-10 | 目移りしちゃうわ！ | 4 | pure | 元気のみなもと | Open up new horizons！ | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no051/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no051/card_after_training.png
1361 | 2026-03-30 | 足跡をたどって | 4 | cool | 成長したがゆえの | 残照のInside Direction | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no052/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no052/card_after_training.png
1406 | 2026-06-08 | 想いをのせたワンカット | 4 | mysterious | 秘密を知って | Into the New Light | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no054/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no054/card_after_training.png
1442 | 2026-08-09 | 信頼に応えるために | 4 | cute | お揃いのちから | Leap Beyond The Limits！ | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no056/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res008_no056/card_after_training.png
