【东云绘名 - 新队服】

角色: 东云绘名
分类: 新队服
数量: 32

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
499 | 2024-01-01 | 记忆中的动物 | 4 | mysterious | 大家一起来画素描吧♪ | 绘出自我♪RAINBOW CANVAS | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no021/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no021/card_after_training.png
540 | 2024-01-01 | 想画的表情 | 4 | mysterious | 话中隐含的真意 | 祈愿，终有一天跨越黎明 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no022/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no022/card_after_training.png
613 | 2024-01-01 | 至少度过这平静的时光 | 4 | pure | 与其一个人，不如两个人 | 难以弥合·分歧 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no024/card_after_training.png
640 | 2024-01-01 | 沮丧、后悔和感谢 | 2 | cool | 秘密甜品的回礼 | 我们为了生存而逃避 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no026/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no026/card_after_training.png
679 | 2024-01-01 | 看不见的影子 | 4 | mysterious | 失去联系 | 向戴着面具的我告别 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no028/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no028/card_after_training.png
742 | 2025-02-28 | Brand New Style | 2 | happy | 换班级的回忆 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no029/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no029/card_after_training.png
836 | 2024-01-01 | 忧郁的午后 | 3 | cute | 在「世界」享受咖啡 | 将那天，演奏的音乐 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no032/card_after_training.png
903 | 2025-04-28 | 想从画中看到的情感 | 4 | pure | 慰问的芝士蛋糕 | Knowing the Unseen | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no034/card_after_training.png
937 | 2025-06-05 | 别人给的门票 | 2 | mysterious | 体验制作戒枕！ | 大家来直播♡WEDDING LIVE！ | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no036/card_after_training.png
946 | 2025-06-29 | 传递的心愿与努力 | 3 | cool | 予人援手，遇雨撑伞 | 揽灯近前 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no037/card_after_training.png
1009 | 2025-09-27 | Let's·买东西吧！ | 3 | happy | 参与方式各不相同 | 承载心愿！Dream Stage | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no038/card_after_training.png
1012 | 2025-10-11 | 在痛彻心扉的黄昏中 | 4 | cute | 因为笑容而感到安心 | 荆棘之路通往何处 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no039/card_after_training.png
1063 | 2025-12-31 | 25点迎新年 | 2 | pure | 占卜吉凶的花朵图案 | Unfading wishing | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no041/card_after_training.png
1141 | 2026-03-20 | 背包里的万千思绪 | 4 | cool | 一定要好好照顾自己 | Unreliable Notes | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no043/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no043/card_after_training.png
1166 | 2026-04-30 | 佩戴同款手链 | 2 | cute | 不曾改变的容身之处 | 于是，指针开始转动 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no045/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no045/card_after_training.png
1224 | 2026-08-22 | 架不住热情相迎！ | 4 | happy | 回家路上的欢声笑语 | 向无法解开的明天伸手 | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no048/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res019_no048/card_after_training.png
