【草薙寧々 - 4星】

角色: 草薙寧々
分类: 4星
数量: 28

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
584 | 2023-01-31 | 相手をイメージして | 4 | cool | 喜んでくれるかな……？ | キャンドルの香りは思い出と共に | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no021/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no021/card_after_training.png
608 | 2023-03-11 | 思い知らされた差 | 4 | cute | それでも、まだ…… | 天の果てのフェニックスへ | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no022/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no022/card_after_training.png
648 | 2023-05-20 | 足りてないわたしだから | 4 | pure | 応援を力に変えて | カナリアは窮境に歌う | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no025/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no025/card_after_training.png
701 | 2023-08-21 | 悲しみも全部 | 4 | happy | ライバルとして、友として | あたしたちのハッピーエンド | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no027/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no027/card_after_training.png
796 | 2023-11-30 | 最高の映画のために | 4 | pure | 打ち上げをしよう！ | 最高のクランクアップ！ | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no030/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no030/card_after_training.png
855 | 2024-01-23 | 準備も慣れたもの | 4 | happy | 映画との縁？ | 逆光のレンズフレア | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no032/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no032/card_after_training.png
886 | 2024-03-08 | 憧れに向かって | 4 | mysterious | 悔しさも怖さも | 星を目指して、ヨーソロー！ | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no033/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no033/card_after_training.png
934 | 2024-05-31 | 願いのドレスへ | 4 | mysterious | そわそわな待ち合わせ | みんなで配信♡WEDDING LIVE！ | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no035/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no035/card_after_training.png
1005 | 2024-09-30 | 夢をのせたメロディー | 4 | pure | 慣れってすごい | 想いをのせて！Dream Stage | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no038/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no038/card_after_training.png
1034 | 2024-11-20 | 揺るぎない瞳 | 4 | pure | いろいろな信頼の形 | The Power Of Regret | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no039/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no039/card_after_training.png
1123 | 2025-02-20 | スクリーンに映る尻尾 | 4 | cute | 努力を重ねた先に | 昔日のRead-aloud | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no041/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no041/card_after_training.png
1157 | 2025-04-22 | ステップに想いをのせて | 4 | mysterious | 小さな成長 | Choices for the future | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no043/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no043/card_after_training.png
1171 | 2025-05-09 | 抱く焦燥 | 4 | cool | 一緒に成長できる喜び | Dear my fellows | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no044/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no044/card_after_training.png
1198 | 2025-07-07 | 差し入れ買い出し中 | 4 | happy | 英語にも真剣に | Deeper and deeper | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no045/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no045/card_after_training.png
1279 | 2025-11-10 | その花が咲く時 | 4 | cute | 輝くための力に変えて | 超克のプロタゴニスタ | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no049/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no049/card_after_training.png
1364 | 2026-03-30 | 口には出せないこの気持ち | 4 | cool | 負けず嫌いなゲーマー | 残照のInside Direction | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no051/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no051/card_after_training.png
1416 | 2026-06-30 | あなたのような“わたし”に | 4 | pure | 『変わる』ということ | アイドル・花里みのり～夢の最前線～ | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no053/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no053/card_after_training.png
1448 | 2026-08-17 | 森の導き手 | 4 | mysterious | 疲れた時に見る夢は | Again And Again Ambition！ | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no055/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res015_no055/card_after_training.png
