【镜音连 - 4星】

角色: 镜音连
分类: 4星
数量: 24

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
618 | 2024-01-01 | 为你发出的声援 | 4 | cute | 勇气的礼物 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no025/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no025/card_after_training.png
666 | 2024-01-01 | 只有我们才能说的事 | 4 | cool | 真诚地对待 | STEP by STEP！ | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no027/card_after_training.png
709 | 2024-01-01 | 寄托心愿的演奏 | 4 | cute | 为了在职业路上奋斗的大家 | 响彻「世界」！Your Song | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no028/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no028/card_after_training.png
798 | 2024-01-01 | 崇拜的主角 | 4 | pure | 我想扮演英雄！ | 最棒的杀青！ | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no032/card_after_training.png
905 | 2025-04-28 | 有趣的个展 | 4 | pure | 会传染的焦躁 | Knowing the Unseen | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no036/card_after_training.png
929 | 2025-05-29 | 一起特训！ | 4 | cute | 来演古装剧吧！ | perspective for smile | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no037/card_after_training.png
981 | 2025-08-13 | 在哪里都是最棒的搭档 | 4 | happy | 「世界」里平常的一天 | 和你在「世界」的起点 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no039/card_after_training.png
1000 | 2025-09-22 | 被气泡水包围 | 4 | mysterious | 不同元素的奇妙结合 | This moment with you！ | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no040/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no040/card_after_training.png
1036 | 2025-11-20 | 为☆你☆加油！ | 4 | pure | 在「世界」举办演技大赛？！ | The Power Of Regret | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no041/card_after_training.png
1067 | 2026-01-11 | 丰盛的早餐 | 4 | happy | 飞机上怎么打发时间？ | Time to take off！ | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no043/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no043/card_after_training.png
1106 | 2026-01-31 | 为你送上最棒的爱心 | 4 | happy | 王子殿下的感谢之情 | 在这针线中寄托心意 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no045/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no045/card_after_training.png
1164 | 2026-04-30 | 伴你度过苦痛 | 4 | mysterious | 在「世界」默默守护的人们 | 于是，指针开始转动 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no047/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no047/card_after_training.png
1225 | 2026-08-22 | 分享美味 | 4 | happy | 一起吃“椒盐圈饼” | 向无法解开的明天伸手 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no048/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no048/card_after_training.png
1237 | 2026-09-06 | 双手捧满的零食 | 4 | mysterious | “不可思议”的前兆？ | Link the Beats！ | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no049/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no049/card_after_training.png
