【镜音铃 - 4星】

角色: 镜音铃
分类: 4星
数量: 22

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
775 | 2024-01-01 | 让我聆听你的回忆 | 4 | pure | 是铃姐姐哦～♪ | Stick to your faith | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no030/card_after_training.png
856 | 2024-01-01 | 被银幕照亮 | 4 | happy | 传递声援的心情！ | 背光的镜头光晕 | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no034/card_after_training.png
945 | 2025-06-29 | 第一次听到雷鸣 | 4 | pure | 祸从口出 | 揽灯近前 | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no036/card_after_training.png
980 | 2025-08-13 | 在最前排应援！ | 4 | happy | 不管哪个“我”都喜欢♪ | 和你在「世界」的起点 | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no038/card_after_training.png
1004 | 2025-09-27 | 我所不知道的“我”们 | 4 | pure | 那些少男少女们对「世界」中的我说 | 承载心愿！Dream Stage | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no039/card_after_training.png
1030 | 2025-11-10 | 让人畅想的葡萄小山 | 4 | mysterious | 在「世界」体验摘葡萄？！ | 又到秋叶染色之时 | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no040/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no040/card_after_training.png
1099 | 2026-01-21 | 梳妆打扮不容易 | 4 | cool | 似曾相识的颜色 | Show your shine | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no043/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no043/card_after_training.png
1129 | 2026-02-28 | 乖啦乖啦，No thank you！ | 4 | pure | 心跳加速的交换会 | Connect hearts message | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no044/card_after_training.png
1203 | 2026-07-15 | 娱乐委员大显身手♪ | 4 | cute | 正在策划庆祝派对！ | Unsteady, still steady step | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no047/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no047/card_after_training.png
1236 | 2026-09-06 | 在旋转木马上比耶！ | 4 | cute | “我”就得是这样！ | Link the Beats！ | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no048/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res022_no048/card_after_training.png
