【朝比奈真冬 - 新队服】

角色: 朝比奈真冬
分类: 新队服
数量: 30

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
557 | 2024-01-01 | 只有你知晓的静谧 | 4 | cute | 悄然孕育的情感 | 在纯白世界拉弓引箭 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no022/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no022/card_after_training.png
616 | 2024-01-01 | 无法压抑的心意 | 2 | mysterious | 脑海中闪过的地方是…… | 难以弥合·分歧 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no024/card_after_training.png
675 | 2024-01-01 | 休息时间 | 3 | cool | 就算分开了，心愿也在身边 | 一期一会的百鬼夜行？！ | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no026/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no026/card_after_training.png
677 | 2024-01-01 | 说出真正的心愿 | 4 | mysterious | 下定决心的归途 | 向戴着面具的我告别 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no027/card_after_training.png
741 | 2025-02-28 | Brand New Style | 2 | cool | 短暂的午休时间 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no028/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no028/card_after_training.png
834 | 2024-01-01 | 流露的真心 | 4 | happy | 深信这样就好 | 将那天，演奏的音乐 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no031/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no031/card_after_training.png
845 | 2024-01-01 | 前往更远一点的地方 | 3 | mysterious | 热闹的跨年派对 | 在不变的温暖旁 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no032/card_after_training.png
904 | 2025-04-28 | 安静地准备 | 4 | pure | 留存于心的“光芒” | Knowing the Unseen | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no035/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no035/card_after_training.png
943 | 2025-06-29 | 温暖的手 | 4 | pure | 平凡时光中收获的东西 | 揽灯近前 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no036/card_after_training.png
976 | 2025-08-06 | 意想不到的双人票 | 3 | pure | 音乐带来的放松与平静 | 奏响美妙乐音！ | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no037/card_after_training.png
1014 | 2025-10-11 | 品尝正宗的烤鱿鱼 | 3 | cool | 安宁的时光 | 荆棘之路通往何处 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no039/card_after_training.png
1043 | 2025-11-30 | 所待之人仍在远方 | 2 | pure | 为了生存而逃避之后 | 用我们，布满伤痕的双手 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no040/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no040/card_after_training.png
1140 | 2026-03-20 | 寂静的厨房 | 4 | cool | 内心的混沌 | Unreliable Notes | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no044/card_after_training.png
1227 | 2026-08-22 | 寻找回礼 | 2 | mysterious | 真情实意优于“正确答案” | 向无法解开的明天伸手 | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no047/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res018_no047/card_after_training.png
