【镜音连 - 新队服】

角色: 镜音连
分类: 新队服
数量: 33

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
317 | 2024-01-01 | 碰撞心愿的坚强 | 2 | happy | 特训要适度 | 矢志不摇的心愿，此刻以话语传达 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no012/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no012/card_after_training.png
375 | 2024-01-01 | 难以抑制的好奇心 | 4 | mysterious | 现在开始特训！ | Legend still vivid | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no015/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no015/card_after_training.png
389 | 2024-01-01 | 圣洁的侍从骑士 | 2 | cool | 靠比划手势沟通 | 慌慌张张？！怪盗绅士的白色情人节 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no016/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no016/card_after_training.png
447 | 2024-01-01 | 腼腆的招呼 | 4 | cool | 充满期待的心情 | 牵起迷失的孩子，前方等待的是 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no018/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no018/card_after_training.png
471 | 2024-01-01 | 放学后的小憩 | 4 | cute | 即使无法打动任何人 | No seek No find | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no019/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no019/card_after_training.png
502 | 2024-01-01 | 我眼中最酷炫的表现！ | 3 | cool | 摇滚与摩托车以及熬夜还有咖啡 | 绘出自我♪RAINBOW CANVAS | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no020/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no020/card_after_training.png
544 | 2024-01-01 | 各自的方法 | 2 | pure | 不动声色的守护 | 祈愿，终有一天跨越黎明 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no021/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no021/card_after_training.png
573 | 2024-01-01 | 充满欢乐的宝箱 | 4 | mysterious | 为了让你振作起来 | 梦想的旅途，奔向闪耀的群星 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no023/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no023/card_after_training.png
587 | 2024-01-01 | 将寄托的心愿化为现实 | 2 | cute | 一起选择的香氛 | 蜡烛的芬芳萦绕于往昔的回忆 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no024/card_after_training.png
639 | 2024-01-01 | 倾注在蝴蝶结中的关怀 | 3 | pure | 连结的心愿 | 我们为了生存而逃避 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no026/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no026/card_after_training.png
666 | 2024-01-01 | 只有我们才能说的事 | 4 | cool | 真诚地对待 | STEP by STEP！ | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no027/card_after_training.png
746 | 2025-02-28 | Origin Style | 2 | mysterious | 传递到全世界！ |  | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no029/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no029/card_after_training.png
757 | 2025-02-28 | Brand New Street | 2 | happy | Let's 拼命特训？！ |  | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no030/card_after_training.png
782 | 2024-01-01 | 对旅行的期待 | 3 | cute | 温泉馒头的秘密 | 那双手所引向的温暖 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no031/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no031/card_after_training.png
852 | 2025-06-12 | 为了能帮到大家 | 2 | pure | 在「世界」捉迷藏！ | BREAK DOWN THE WALL | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no035/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no035/card_after_training.png
905 | 2025-04-28 | 有趣的个展 | 4 | pure | 会传染的焦躁 | Knowing the Unseen | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no036/card_after_training.png
929 | 2025-05-29 | 一起特训！ | 4 | cute | 来演古装剧吧！ | perspective for smile | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no037/card_after_training.png
942 | 2025-06-22 | 让个性更加出彩 | 2 | pure | 看电视！ | Lead to shine more | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no038/card_after_training.png
1000 | 2025-09-22 | 被气泡水包围 | 4 | mysterious | 不同元素的奇妙结合 | This moment with you！ | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no040/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no040/card_after_training.png
1036 | 2025-11-20 | 为☆你☆加油！ | 4 | pure | 在「世界」举办演技大赛？！ | The Power Of Regret | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no041/card_after_training.png
1067 | 2026-01-11 | 丰盛的早餐 | 4 | happy | 飞机上怎么打发时间？ | Time to take off！ | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no043/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no043/card_after_training.png
1225 | 2026-08-22 | 分享美味 | 4 | happy | 一起吃“椒盐圈饼” | 向无法解开的明天伸手 | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no048/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res023_no048/card_after_training.png
