【草薙宁宁 - 新队服】

角色: 草薙宁宁
分类: 新队服
数量: 30

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
608 | 2024-01-01 | 感受到的差距 | 4 | cute | 即便如此，我也要…… | 追寻翱翔于天际的凤凰 | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no022/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no022/card_after_training.png
623 | 2024-01-01 | 为了接近金丝雀 | 3 | pure | 闪闪亮亮势不可挡的理由 | 在乐声共鸣的街角 | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no023/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no023/card_after_training.png
646 | 2024-01-01 | 就算分隔两地，也要默默在背后 | 2 | pure | 同款的蓝色小鸟 | 启航前的一日游 | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no024/card_after_training.png
648 | 2024-01-01 | 因为我还不够优秀 | 4 | pure | 将应援化作力量 | 金丝雀于绝境中高歌 | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no025/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no025/card_after_training.png
701 | 2024-01-01 | 连悲伤也一起 | 4 | happy | 作为对手，也作为朋友 | 我们的圆满结局 | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no027/card_after_training.png
738 | 2025-02-28 | Brand New Style | 2 | cute | 想成为朋友 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no028/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no028/card_after_training.png
795 | 2024-01-01 | 紧张的出门？ | 2 | happy | 我能给出的建议 | 以你为主角的故事 | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no029/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no029/card_after_training.png
855 | 2024-01-01 | 已经习惯做准备了 | 4 | happy | 与电影有缘？ | 背光的镜头光晕 | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no032/card_after_training.png
931 | 2025-05-29 | 为了理解常盘御前的想法 | 2 | mysterious | 教我怎么增强体力！ | perspective for smile | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no034/card_after_training.png
960 | 2025-07-13 | 被江户的街道吞没 | 2 | cute | 和游戏一样…… | 捉拿归案？！天马捕物帐 | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no036/card_after_training.png
1034 | 2025-11-20 | 坚定的眼神 | 4 | pure | 不同的信赖形式 | The Power Of Regret | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no039/card_after_training.png
1123 | 2026-02-20 | 投影在幕布上的尾巴 | 4 | cute | 在不断努力之后 | 昔日的Read-aloud | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no041/card_after_training.png
1136 | 2026-03-10 | 学会可爱 | 3 | cool | 成为难以忘怀的回忆 | You are my HERO!! | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no042/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no042/card_after_training.png
1157 | 2026-04-22 | 把情感寄托到舞步中 | 4 | mysterious | 小小的成长 | Choices for the future | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no043/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no043/card_after_training.png
1233 | 2026-08-30 | 年幼的公主 | 2 | happy | 为了触及憧憬的目标 | Deep Dark For Light | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no047/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res015_no047/card_after_training.png
