【宵崎奏 - 4星】

角色: 宵崎奏
分类: 4星
数量: 28

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
585 | 2023-01-31 | 届けたいみんなのために | 4 | cool | その心を照らすのは | キャンドルの香りは思い出と共に | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no023/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no023/card_after_training.png
612 | 2023-03-21 | 灯る、決意 | 4 | pure | そばで、このあたたかさを | イミシブル・ディスコード | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no025/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no025/card_after_training.png
656 | 2023-05-31 | あたたかさをくれる人 | 4 | pure | ひとりじゃない食卓 | 隣に立つ、優しいあなたへ | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no026/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no026/card_after_training.png
678 | 2023-07-11 | 震える背に優しさを | 4 | mysterious | 待つことのもどかしさ | 仮面の私にさよならを | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no027/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no027/card_after_training.png
765 | 2023-09-30 | 始業式は教室で | 4 | cute | 元気をくれる歌 | ハロー・グッド・デイ！ | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no029/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no029/card_after_training.png
785 | 2023-11-08 | あの子に想いを重ねて | 4 | pure | ぎこちない共同生活 | 水底に影を探して | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no030/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no030/card_after_training.png
833 | 2023-12-20 | 優しい音色の記憶 | 4 | happy | 魔法の花畑 | あの日、奏でた音色を | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no032/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no032/card_after_training.png
878 | 2024-02-29 | あなたのために１杯を | 4 | happy | お茶会がくれたもの | リラックスティータイム | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no034/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no034/card_after_training.png
949 | 2024-06-30 | 思い出を取り戻して | 4 | cute | たとえ砕けていても |  | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no037/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no037/card_after_training.png
974 | 2024-08-09 | 試練！マウスピース | 4 | mysterious | その手にあるご利益 | 鳴らせビューティフルサウンド！ | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no038/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no038/card_after_training.png
1097 | 2025-01-21 | 鏡の中の、見知らぬわたし | 4 | cool | 抜群の機能性 | Show your shine | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no042/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no042/card_after_training.png
1139 | 2025-03-20 | 見えない音 | 4 | cool | 心に浮かぶ想い | Unreliable Notes | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no044/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no044/card_after_training.png
1163 | 2025-04-30 | からっぽになる部屋 | 4 | mysterious | できることをしよう | そして、針は動き出す | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no045/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no045/card_after_training.png
1185 | 2025-06-09 | 休み時間のひととき | 4 | pure | 挑戦しよう | 泡沫に抱かれて | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no046/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no046/card_after_training.png
1273 | 2025-10-31 | 独自の視点 | 4 | pure | 慣れないことだけど | Colors of Pure Sense | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no048/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no048/card_after_training.png
1315 | 2026-01-11 | ざわめく胸 | 4 | happy | 向き合うための気晴らし | 覚めない幻想をノックして | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no049/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no049/card_after_training.png
1357 | 2026-03-20 | 朝日とココア | 4 | cute | モデルにぴったり！？ | Amid the Wavering Light | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no052/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no052/card_after_training.png
1378 | 2026-04-18 | 気合いは十分？ | 4 | mysterious | 繋がった出会い | 約束のPasserelle | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no053/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res017_no053/card_after_training.png
