【MEIKO - 4星】

角色: MEIKO
分类: 4星
数量: 23

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
702 | 2024-01-01 | 讲述幸福之人 | 4 | happy | 守护闪耀的梦想 | 我们的圆满结局 | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no026/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no026/card_after_training.png
760 | 2025-02-28 | 把那名字刻在心中 | 4 | mysterious | 独一无二的主角 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no030/card_after_training.png
793 | 2024-01-01 | Let's☆三轮汽车 | 4 | mysterious | 在「世界」锻炼的驾驶技巧！ | 以你为主角的故事 | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no032/card_after_training.png
844 | 2024-01-01 | 教教我吧！志步老师 | 4 | mysterious | 秘密特训？ | 在不变的温暖旁 | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no034/card_after_training.png
892 | 2025-04-04 | 正因为重视 | 4 | happy | 因为关心才会严厉 | The first concerto | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no036/card_after_training.png
911 | 2025-05-05 | 我们存在的意义 | 4 | happy | 担任一天午餐值日生 | Parallel Harmonies | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no037/card_after_training.png
950 | 2025-07-05 | 感受“我”的心愿 | 4 | cool | 意想不到的一面？ |  | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no038/card_after_training.png
983 | 2025-08-13 | 与温和的香气一起 | 4 | pure | “我”的天职 | 和你在「世界」的起点 | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no039/card_after_training.png
1041 | 2025-11-30 | 我应该做的事 | 4 | cool | 为了将想法传达给你 | 用我们，布满伤痕的双手 | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no042/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no042/card_after_training.png
1124 | 2026-02-20 | 悄悄眨个眼！ | 4 | cute | 沉浸在温馨的故事里 | 昔日的Read-aloud | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no044/card_after_training.png
1176 | 2026-05-23 | 一起MORE MORE训练！ | 4 | happy | MEIKO的烦恼解决室♪ | Cheer with my Heart! | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no046/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no046/card_after_training.png
1239 | 2026-09-06 | 好多美食！ | 4 | happy | “我”们在那之后 | Link the Beats！ | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no048/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no048/card_after_training.png
1268 | 2026-10-21 | 献上特殊的助威！ | 4 | mysterious | 犒劳派对♪ | 交织的色彩一如当初 | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no051/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res025_no051/card_after_training.png
