【望月穂波 - 旧制服】

角色: 望月穂波
分类: 旧制服
数量: 23

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
384 | 2022-02-18 | クール・ライダース・レディ | 2 | happy | 級友との約束を | あの日、空は遠かった | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no017/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no017/card_after_training.png
418 | 2022-04-21 | １枚の優しさ | 4 | mysterious | 思いやりの差し入れ | Live with memories | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no018/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no018/card_after_training.png
497 | 2022-08-31 | 信じる力 | 2 | cute | 伝えきれないほどのありがとう | Don't lose faith! | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no020/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no020/card_after_training.png
500 | 2022-09-09 | どうしてこうなるの？ | 4 | mysterious | わたしのワニさん、猫さん | 好きを描いて♪レインボーキャンバス | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no021/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no021/card_after_training.png
515 | 2022-09-30 | わたし達を知ってもらうために | 3 | cute | 早く相談しなくちゃ！ | この祭に 夕闇色も | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no022/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no022/card_after_training.png
536 | 2022-11-11 | 思いやりも添えて | 4 | happy | 自分じゃない誰かのために | Echo my melody | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no024/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no024/card_after_training.png
576 | 2023-01-21 | 勇気のあとに | 4 | cute | 甘えんぼサンドイッチ | Little Bravers！ | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no025/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no025/card_after_training.png
586 | 2023-01-31 | 微笑みの先に | 3 | mysterious | みんなの真心のために | キャンドルの香りは思い出と共に | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no026/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no026/card_after_training.png
625 | 2023-04-11 | この想いさえ乗り越えて | 4 | pure | 伝えるのは感謝の気持ち | Get over it. | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no027/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no027/card_after_training.png
686 | 2023-07-21 | 応援してくれるみんなと | 3 | happy | 一緒にお買い物！ | つなぐ、星の歌 | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no029/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no029/card_after_training.png
726 | 2023-09-29 | Brand New Style | 2 | mysterious | 自慢の家族達 |  | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no030/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res003_no030/card_after_training.png
