【花里みのり - 4星】

角色: 花里みのり
分类: 4星
数量: 29

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
933 | 2024-05-31 | いざ、変身！ | 4 | mysterious | レッツゴー！お試し散歩！ | みんなで配信♡WEDDING LIVE！ | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no037/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no037/card_after_training.png
1046 | 2024-12-11 | 言葉にならない感動 | 4 | happy | 盛り上がる同志達 | Grow glorious glow | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no039/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no039/card_after_training.png
1111 | 2025-02-10 | 真剣会議！ | 4 | mysterious | ひとりひとりできることを | Rise and Strive | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no041/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no041/card_after_training.png
1175 | 2025-05-23 | 一緒に振り返りタイム | 4 | happy | 積み上げた努力 | Cheer with my Heart! | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no044/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no044/card_after_training.png
1207 | 2025-07-23 | 素直な想いを紡いで | 4 | pure | みんなで持ち物チェック | start rolling! stars' crossing | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no045/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no045/card_after_training.png
1218 | 2025-08-08 | 夢は雑踏に紛れて | 4 | cool | 頑張る希望を届けて | All ways Jump! with you | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no046/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no046/card_after_training.png
1252 | 2025-09-30 | キラキラのアイドル！ | 4 | cute | 今日がいい日じゃなくても | Our Golden Days | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no047/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no047/card_after_training.png
1309 | 2025-12-31 | 想いを込めた舞 | 4 | cool | 未来へとつなぐために | 新年言祝ぐ、祈りの舞 | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no050/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no050/card_after_training.png
1351 | 2026-03-10 | うっかりは口から | 4 | pure | スペシャルお散歩プラン | Open up new horizons！ | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no051/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no051/card_after_training.png
1395 | 2026-05-17 | 熱血コーチング！？ | 4 | happy | いろいろな励まし方 | Great Yell for Dreamers！ | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no053/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no053/card_after_training.png
1417 | 2026-06-30 | 可愛い応援 | 4 | mysterious | 思い出と決意を飾って | アイドル・花里みのり～夢の最前線～ | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no054/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no054/card_after_training.png
1441 | 2026-08-09 | しばしのお別れ | 4 | cute | 不思議なボールのうわさ | Leap Beyond The Limits！ | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no055/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res005_no055/card_after_training.png
