【花里实乃理 - 4星】

角色: 花里实乃理
分类: 4星
数量: 24

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
590 | 2024-01-01 | 美食时间！ | 4 | happy | 休息室休闲讲座 | 解开的心结之后 | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no021/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no021/card_after_training.png
664 | 2024-01-01 | 是我一辈子的宝物哦！ | 4 | cool | 第一次搭话那天 | STEP by STEP！ | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no024/card_after_training.png
763 | 2025-02-28 | 让人在意的背影 | 4 | cute | 作为同校的学生 | Hello·Good·Day！ | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no027/card_after_training.png
828 | 2024-01-01 | 干净利落地 | 4 | cool | 一日饲养员的工作 | 东奔西走的饲养员体验！ | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no030/card_after_training.png
840 | 2024-01-01 | 梦想会孕育新的梦想 | 4 | pure | 不能停留在梦想阶段 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no031/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no031/card_after_training.png
873 | 2024-01-01 | 触动心弦的真心话 | 4 | pure | 这可不是道别哦？！ | 刻下的伤痕，总有一天 | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no032/card_after_training.png
921 | 2025-05-19 | 日积月累的心愿 | 4 | cute | 发挥想象力 | 总有一日，登上鲜花盛放的舞台 | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no036/card_after_training.png
933 | 2025-06-05 | 准备，变身！ | 4 | mysterious | 出发！小试散步！ | 大家来直播♡WEDDING LIVE！ | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no037/card_after_training.png
1046 | 2025-12-11 | 无法言喻的感动 | 4 | happy | 兴奋的同伴们 | Grow glorious glow | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no039/card_after_training.png
1111 | 2026-02-10 | 重要的会议！ | 4 | mysterious | 把每个人能做的 | Rise and Strive | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no041/card_after_training.png
1175 | 2026-05-23 | 一起回顾过去 | 4 | happy | 积累的努力 | Cheer with my Heart! | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no044/card_after_training.png
1207 | 2026-07-23 | 编织真挚的心愿 | 4 | pure | 一起检查要带的物品 | start rolling! stars' crossing | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no045/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no045/card_after_training.png
1218 | 2026-08-08 | 梦想混杂在喧嚣中 | 4 | cool | 传递努力的希望 | All ways Jump! with you | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no046/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no046/card_after_training.png
1252 | 2026-09-27 | 闪耀的偶像！ | 4 | cute | 就算今天不尽如人意 | Our Golden Days | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no047/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no047/card_after_training.png
