【巡音流歌 - 新队服】

角色: 巡音流歌
分类: 新队服
数量: 32

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
490 | 2024-01-01 | 可以选择等待 | 2 | cool | 改变的是…… | 现在再次绑上蝴蝶结 | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no021/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no021/card_after_training.png
553 | 2024-01-01 | 火速赶往伙伴身边！ | 4 | happy | 尽情享受圣诞♪ | Find A Way Out | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no023/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no023/card_after_training.png
599 | 2024-01-01 | 随意但丰富的回响 | 2 | cool | 让我听听你们的歌声！ | Kick it up a notch | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no025/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no025/card_after_training.png
681 | 2024-01-01 | 逐渐高涨的恐惧 | 2 | happy | 好不容易传达到的心愿 | 向戴着面具的我告别 | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no027/card_after_training.png
747 | 2025-02-28 | Origin Style | 2 | cute | 身为创作者的我们 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no029/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no029/card_after_training.png
755 | 2025-02-28 | Brand New Classroom | 2 | pure | 我们的开学典礼 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no030/card_after_training.png
770 | 2024-01-01 | 突如其来的挑衅 | 4 | cute | 现在就是一条战线上的♪ | BURN MY SOUL | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no031/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no031/card_after_training.png
830 | 2024-01-01 | 打招呼是偶像的基本要求 | 4 | cool | 偷偷享受动物园时刻 | 东奔西走的饲养员体验！ | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no033/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no033/card_after_training.png
865 | 2024-01-01 | 在「世界」举办摄影大赛！ | 2 | mysterious | 俘获人心的造型 | Take the Best Shot！ | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no035/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no035/card_after_training.png
918 | 2025-05-12 | 把你的真心 | 3 | cute | 束手无策之时 | Whip the wimp girl!! | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no036/card_after_training.png
958 | 2025-07-13 | 从望火楼上 | 4 | pure | 身手不凡的瞌睡剑士 | 捉拿归案？！天马捕物帐 | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no038/card_after_training.png
965 | 2025-07-20 | 作为开始的地方 | 2 | cool | 作为学姐的愿望与心愿 | 那天仰望的夜空，将通向我们的未来 | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no039/card_after_training.png
1025 | 2025-10-31 | 大家的MV | 3 | mysterious | 「世界」的慰劳会 | Happy Enjoy Music！ | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no041/card_after_training.png
1052 | 2025-12-21 | 兴致勃勃做提灯！ | 4 | pure | 耗光牛奶大作战！ | Special present for YOU！ | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no042/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no042/card_after_training.png
1112 | 2026-02-10 | 连悔恨之情也要接受 | 4 | mysterious | 相信你们能站起来 | Rise and Strive | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no045/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no045/card_after_training.png
1199 | 2026-07-04 | 唤醒人的声音 | 3 | cool | 舒心的午睡之旅 | Deeper and deeper | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no047/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res024_no047/card_after_training.png
