【Shinonome Ena - 4Star】

Character: Shinonome Ena
Category: 4Star
Count: 23

---- Card ID | Released | Card Name | Rarity | Attribute | Skill | Event | Image (Normal) | Image (Trained) ----
563 | 2023-12-31 | Regretful Pentimento | 4 | cute | Breathing Life Back In |  | https://storage.sekai.best/sekai-en-assets/character/member/res019_no023/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no023/card_after_training.png
613 | 2024-03-21 | Peaceful Moments, If Nothing Else | 4 | pure | A Problem Halved | Immiscible Discord | https://storage.sekai.best/sekai-en-assets/character/member/res019_no024/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no024/card_after_training.png
621 | 2024-03-30 | Turn Feelings Into Art | 4 | happy | Edging Forward Little By Little | In This Singing City | https://storage.sekai.best/sekai-en-assets/character/member/res019_no025/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no025/card_after_training.png
679 | 2024-07-11 | A Shadow Out Of Sight | 4 | mysterious | Lost Contact | Farewell, My Mask | https://storage.sekai.best/sekai-en-assets/character/member/res019_no028/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no028/card_after_training.png
787 | 2024-11-08 | Enjoyable Afternoon, Uncertain Future | 4 | cute | A Piece That Resonates | Searching for Sunken Shadows | https://storage.sekai.best/sekai-en-assets/character/member/res019_no030/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no030/card_after_training.png
863 | 2025-01-31 | Luxury Makeup Session | 4 | mysterious | Learning From Photography | Take the Best Shot! | https://storage.sekai.best/sekai-en-assets/character/member/res019_no033/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no033/card_after_training.png
903 | 2025-04-10 | The Emotions In The Art | 4 | pure | Cheesecake Payoff | Knowing the Unseen | https://storage.sekai.best/sekai-en-assets/character/member/res019_no034/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no034/card_after_training.png
1012 | 2025-10-12 | In Excruciating Twilight | 4 | cute | A Smile Brings Relief | Whither This Path of Thorns | https://storage.sekai.best/sekai-en-assets/character/member/res019_no039/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no039/card_after_training.png
1039 | 2025-11-30 | What Wounds Can't Break | 4 | cool | My Tranquility | With Our Wounded Hands | https://storage.sekai.best/sekai-en-assets/character/member/res019_no040/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no040/card_after_training.png
1141 | 2026-03-20 | A Bag Full Of Care | 4 | cool | Take Care Of Yourself | Unreliable Notes | https://storage.sekai.best/sekai-en-assets/character/member/res019_no043/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no043/card_after_training.png
1187 | 2026-06-09 | You Never Fail | 4 | mysterious | Ms. Enanan's Art Class | In an Ephemeral Embrace | https://storage.sekai.best/sekai-en-assets/character/member/res019_no046/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no046/card_after_training.png
1194 | 2026-07-07 | That Drawing, Together | 4 | pure | Our Drawing | Deeper and Deeper | https://storage.sekai.best/sekai-en-assets/character/member/res019_no047/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no047/card_after_training.png
1224 | 2026-08-22 | An Overwhelming Welcome! | 4 | happy | Chatter On The Way Home | Tying Tomorrow's Ribbon | https://storage.sekai.best/sekai-en-assets/character/member/res019_no048/card_normal.png | https://storage.sekai.best/sekai-en-assets/character/member/res019_no048/card_after_training.png
