【天马司 - 新队服】

角色: 天马司
分类: 新队服
数量: 30

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
410 | 2024-01-01 | 星星的旋律 | 4 | cute | 离成为世界之星更进一步 | 在璀璨耀眼的舞台上 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no016/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no016/card_after_training.png
451 | 2024-01-01 | 执着的追逐 | 4 | happy | 数日而归 | 危在旦夕？！无人岛绝处逢生！ | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no018/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no018/card_after_training.png
523 | 2024-01-01 | 受到刺激 | 4 | cool | 笔记反映的个性？ | 惜别谢幕 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no019/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no019/card_after_training.png
574 | 2024-01-01 | 永不言败 | 3 | pure | 学习交流会 | 梦想的旅途，奔向闪耀的群星 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no021/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no021/card_after_training.png
606 | 2024-01-01 | 映于泪目中的不死鸟 | 4 | cute | 哪怕再耀眼，也要看清楚 | 追寻翱翔于天际的凤凰 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no022/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no022/card_after_training.png
652 | 2024-01-01 | 一步一个脚印 | 2 | mysterious | 决战！凤凰机器人 | 金丝雀于绝境中高歌 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no024/card_after_training.png
704 | 2024-01-01 | 发表自己的感谢之前 | 2 | cool | 最后的早晨 | 我们的圆满结局 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no026/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no026/card_after_training.png
722 | 2024-01-01 | 交给我吧！ | 3 | pure | 认真听吧 | Let's study hard！ | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no027/card_after_training.png
736 | 2025-02-28 | Brand New Style | 2 | pure | 洗清污名的办法？！ |  | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no028/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no028/card_after_training.png
791 | 2024-01-01 | 和小小主角一起 | 4 | mysterious | 那天的记忆成为背后的鼓励 | 以你为主角的故事 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no030/card_after_training.png
857 | 2024-01-01 | 肉是力量之源！ | 3 | cute | 赏花也要费周折 | 背光的镜头光晕 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no032/card_after_training.png
928 | 2025-05-29 | 以明星为目标全力冲刺！ | 4 | cute | 聊不完的古装剧 | perspective for smile | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no036/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no036/card_after_training.png
956 | 2025-07-13 | 别有风味的时刻 | 4 | pure | 别想逃跑～～！！ | 捉拿归案？！天马捕物帐 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no037/card_after_training.png
995 | 2025-09-04 | 相亲相爱体能训练！ | 4 | happy | 在「世界」挑战！水蜘蛛体验！ | 锻炼后FLY！Muscle Training！ | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no038/card_after_training.png
1032 | 2025-11-10 | 激动人心的伴手礼时间 | 2 | cute | 能花多少钱买零食？ | 又到秋叶染色之时 | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no039/card_after_training.png
1037 | 2025-11-20 | 桔梗组的课程 | 3 | cute | 新的挑战和学习 | The Power Of Regret | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no040/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no040/card_after_training.png
1133 | 2026-03-10 | 从英雄到英雄 | 4 | mysterious | 小小的搭档 | You are my HERO!! | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no043/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no043/card_after_training.png
1160 | 2026-04-22 | 充满魅力的举止 | 2 | cool | 充满热情的氛围 | Choices for the future | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res013_no044/card_after_training.png
