【桃井愛莉 - 4星】

角色: 桃井愛莉
分类: 4星
数量: 27

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
591 | 2023-02-10 | 無理はしないで | 4 | happy | 変わらぬ憧れ | ほどかれた糸のその先に | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no022/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no022/card_after_training.png
630 | 2023-04-21 | 離れていく距離 | 4 | cute | 変わらぬ想いで交わす約束 | Re-tie Friendship | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no024/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no024/card_after_training.png
665 | 2023-06-20 | よりよい配信のために | 4 | cool | 夢を追う者同士 | STEP by STEP！ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no025/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no025/card_after_training.png
689 | 2023-07-31 | 魅惑のハッピーペロリ！ | 4 | mysterious | ふたりきりのお買い物♪ | ドタバタ cafe ●REC!! | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no027/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no027/card_after_training.png
781 | 2023-10-31 | スペシャルオフショット！ | 4 | cool | 噛み締める瞬間 | その手導くぬくもりは | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no030/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no030/card_after_training.png
923 | 2024-05-09 | 日常の１ページ | 4 | happy | わたしが思う『アイドル』を | いつか花咲くステージへ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no035/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no035/card_after_training.png
968 | 2024-07-31 | シャイン・オン・ミー | 4 | cute | いつかチャンスを | Chase my IDEAL IDOL！ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no037/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no037/card_after_training.png
1007 | 2024-09-30 | 勇気を運ぶ歌 | 4 | pure | 衣装への想い | 想いをのせて！Dream Stage | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no038/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no038/card_after_training.png
1060 | 2024-12-31 | おそろいコーデ♥ | 4 | cute | 燃えるバラエティ魂 | Unfading wishing | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no040/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no040/card_after_training.png
1134 | 2025-03-10 | いたずら姉妹、参上！ | 4 | mysterious | わくわくの遊園地計画 | You are my HERO!! | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no043/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no043/card_after_training.png
1174 | 2025-05-23 | 届かない苦しさ | 4 | happy | 感謝のプレゼント | Cheer with my Heart! | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no045/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no045/card_after_training.png
1220 | 2025-08-08 | スペシャルコラボ配信！ | 4 | mysterious | みんなが教えてくれたから | All ways Jump! with you | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no047/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no047/card_after_training.png
1267 | 2025-10-21 | ヒヤッとドッキリ！ | 4 | mysterious | 早起きした朝に | 交わる色はあの日のままに | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no048/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no048/card_after_training.png
1301 | 2025-12-21 | 逆境だってパワーに！ | 4 | cool | 心をひとつに作戦会議 | この物語は希望をのせて | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no049/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no049/card_after_training.png
1350 | 2026-03-10 | 心からの涙を | 4 | pure | アイドルの意地 | Open up new horizons！ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no050/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no050/card_after_training.png
1400 | 2026-05-31 | まるでプリンセス！？ | 4 | happy | 素敵なところを伝えるために | 最果てへと飛ぶキミへ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no052/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no052/card_after_training.png
1446 | 2026-08-17 | 夢の力になるものは | 4 | pure | 打ち上げはキャラ弁で！ | Again And Again Ambition！ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no055/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no055/card_after_training.png
