【花里实乃理 - 新队服】

角色: 花里实乃理
分类: 新队服
数量: 31

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
548 | 2024-01-01 | 深夜的MC特训 | 3 | happy | 为了今后做准备……！ | 昨日梦想的延续 | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no020/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no020/card_after_training.png
590 | 2024-01-01 | 美食时间！ | 4 | happy | 休息室休闲讲座 | 解开的心结之后 | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no021/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no021/card_after_training.png
634 | 2024-01-01 | 被友情化解 | 2 | happy | 揭秘大家的包包！ | Re-tie Friendship | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no023/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no023/card_after_training.png
664 | 2024-01-01 | 是我一辈子的宝物哦！ | 4 | cool | 第一次搭话那天 | STEP by STEP！ | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no024/card_after_training.png
692 | 2024-01-01 | “好吃”的三段活用 | 3 | mysterious | 食评个人练习？！ | 手忙脚乱cafe ●REC!! | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no025/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no025/card_after_training.png
728 | 2025-02-28 | Brand New Style | 2 | happy | 你我都是有名人 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no026/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no026/card_after_training.png
783 | 2024-01-01 | 前辈们的背影 | 2 | cute | 大家做的MORE MORE咖喱！ | 那双手所引向的温暖 | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no028/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no028/card_after_training.png
828 | 2024-01-01 | 干净利落地 | 4 | cool | 一日饲养员的工作 | 东奔西走的饲养员体验！ | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no030/card_after_training.png
873 | 2024-01-01 | 触动心弦的真心话 | 4 | pure | 这可不是道别哦？！ | 刻下的伤痕，总有一天 | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no032/card_after_training.png
881 | 2024-01-01 | 还有这种类型哦！ | 3 | cool | 为白色情人节加油鼓劲！ | Relax Teatime | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no033/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no033/card_after_training.png
901 | 2025-04-11 | 玩累了 | 3 | happy | 狗随其主？ | Rise as ONE！ | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no034/card_after_training.png
972 | 2025-07-30 | 因为想要更加闪耀 | 2 | pure | 倒霉的一天 | Chase my IDEAL IDOL！ | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no038/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no038/card_after_training.png
1046 | 2025-12-11 | 无法言喻的感动 | 4 | happy | 兴奋的同伴们 | Grow glorious glow | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no039/card_after_training.png
1111 | 2026-02-10 | 重要的会议！ | 4 | mysterious | 把每个人能做的 | Rise and Strive | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no041/card_after_training.png
1137 | 2026-03-10 | 能成为朋友吗？ | 2 | mysterious | 友情所向 | You are my HERO!! | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no042/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no042/card_after_training.png
1175 | 2026-05-23 | 一起回顾过去 | 4 | happy | 积累的努力 | Cheer with my Heart! | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no044/card_after_training.png
1207 | 2026-07-23 | 编织真挚的心愿 | 4 | pure | 一起检查要带的物品 | start rolling! stars' crossing | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no045/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no045/card_after_training.png
1269 | 2026-10-21 | 拼尽全力的训练！ | 3 | cute | 正式开始前的采访！ | 交织的色彩一如当初 | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no048/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res005_no048/card_after_training.png
