【星乃一歌 - 新队服】

角色: 星乃一歌
分类: 新队服
数量: 30

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
580 | 2024-01-01 | 紧张的感谢消息 | 2 | mysterious | 花开的笑容 | Little Bravers！ | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no021/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no021/card_after_training.png
627 | 2024-01-01 | 期待已久的消息 | 3 | cool | 由牵绊编织的弦 | Get over it. | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no023/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no023/card_after_training.png
643 | 2024-01-01 | 水上躲藏 | 4 | mysterious | 伸出的援手没有迷茫 | 启航前的一日游 | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no024/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no024/card_after_training.png
683 | 2024-01-01 | 深藏心中的誓言 | 4 | cool | 不管多少次都要望向星星 | 相联的，星星之歌 | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no025/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no025/card_after_training.png
724 | 2025-02-28 | Brand New Style | 2 | cool | 参加委员会选拔 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no027/card_after_training.png
776 | 2024-01-01 | 为了传递动听的声音 | 3 | pure | 不变的演奏 | Stick to your faith | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no029/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no029/card_after_training.png
831 | 2024-01-01 | 小心被抢走！ | 3 | mysterious | 大家要平等 | 东奔西走的饲养员体验！ | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no031/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no031/card_after_training.png
868 | 2024-01-01 | 慢慢来没事的 | 4 | cool | 三人的决心 | 勇敢引导，温柔在心 | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no032/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no032/card_after_training.png
912 | 2025-05-05 | 在陷入僵局的夜晚 | 3 | cute | 寻找那份美味……！ | Parallel Harmonies | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no034/card_after_training.png
998 | 2025-09-22 | 和未来的相遇 | 4 | mysterious | 那时的我和未来 | This moment with you！ | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no037/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no037/card_after_training.png
1101 | 2026-01-21 | 绘出闪耀 | 2 | happy | 感谢的方式 | Show your shine | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no040/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no040/card_after_training.png
1125 | 2026-02-20 | 夸赞要直截了当 | 3 | happy | 满怀鼓励之情 | 昔日的Read-aloud | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no041/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no041/card_after_training.png
1202 | 2026-07-15 | Be with you | 4 | cute | 回味演唱会的同时 | Unsteady, still steady step | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no044/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no044/card_after_training.png
1261 | 2026-10-11 | 震惊的早晨 | 4 | happy | 抑制不住的情感 | 与你相连的Heart Beat | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no046/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res001_no046/card_after_training.png
